
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,1,1000000000,0,
0.577431,0.679844,1.5,µm,Spot,Displacement Delta,2,1000000000,1,
-0.176416,0.0849876,1,µm,Spot,Displacement Delta,3,1000000000,2,
1.05843,-0.605217,0,µm,Spot,Displacement Delta,4,1000000000,3,
0.343367,-0.680702,0.5,µm,Spot,Displacement Delta,5,1000000000,4,
0.214195,-0.304596,0,µm,Spot,Displacement Delta,6,1000000000,5,
0.124443,-0.316727,0,µm,Spot,Displacement Delta,7,1000000000,6,
0.214828,0.543941,0.5,µm,Spot,Displacement Delta,8,1000000000,7,
0.0143738,-0.102127,-0.5,µm,Spot,Displacement Delta,9,1000000000,8,
0.360687,0.104885,-0.5,µm,Spot,Displacement Delta,10,1000000000,9,
-0.222662,0.32468,0.5,µm,Spot,Displacement Delta,11,1000000000,10,
0.025938,-0.244484,0,µm,Spot,Displacement Delta,12,1000000000,11,
0.457096,0.160908,-1.5,µm,Spot,Displacement Delta,13,1000000000,12,
-0.219276,0.308533,0,µm,Spot,Displacement Delta,14,1000000000,13,
-0.0262394,0.247314,0,µm,Spot,Displacement Delta,15,1000000000,14,
0.0876141,0.0778236,-0.5,µm,Spot,Displacement Delta,16,1000000000,15,
-0.232956,0.349411,1.5,µm,Spot,Displacement Delta,17,1000000000,16,
-0.0640068,-0.203068,-1,µm,Spot,Displacement Delta,18,1000000000,17,
0.0829029,0.0933189,0,µm,Spot,Displacement Delta,19,1000000000,18,
0.0553665,0.395988,-1,µm,Spot,Displacement Delta,20,1000000000,19,
0.0749016,0.176472,0,µm,Spot,Displacement Delta,21,1000000000,20,
-0.0821285,-0.151863,1,µm,Spot,Displacement Delta,22,1000000000,21,
-0.0873413,-0.0804253,0.5,µm,Spot,Displacement Delta,23,1000000000,22,
0.00863075,-0.0813446,0,µm,Spot,Displacement Delta,24,1000000000,23,
0.204466,-0.0994415,-1.5,µm,Spot,Displacement Delta,25,1000000000,24,
-0.183144,-0.0366859,-0.5,µm,Spot,Displacement Delta,26,1000000000,25,
0.1103,-0.155109,0,µm,Spot,Displacement Delta,27,1000000000,26,
-0.0837116,-0.131798,1.5,µm,Spot,Displacement Delta,28,1000000000,27,
-0.026001,0.246201,0,µm,Spot,Displacement Delta,29,1000000000,28,
0.0173264,-0.164063,0,µm,Spot,Displacement Delta,30,1000000000,29,
-0.377283,0.051651,0.5,µm,Spot,Displacement Delta,31,1000000000,30,
-0.279512,0.033577,-0.5,µm,Spot,Displacement Delta,32,1000000000,31,
-0.481815,0.175468,-0.5,µm,Spot,Displacement Delta,33,1000000000,32,
0.299498,-0.197941,0.5,µm,Spot,Displacement Delta,34,1000000000,33,
-0.313961,-0.519493,0.5,µm,Spot,Displacement Delta,35,1000000000,34,
-0.570959,-0.732914,0,µm,Spot,Displacement Delta,36,1000000000,35,
-0.437185,-1.11208,0.5,µm,Spot,Displacement Delta,37,1000000000,36,
-0.484053,1.01162,0.679955,µm,Spot,Displacement Delta,37,1000000139,139,
-0.0363846,-0.590733,0,µm,Spot,Displacement Delta,38,1000000000,140,
0.0557863,-0.405266,-1.17995,µm,Spot,Displacement Delta,38,1000000139,141,
-0.226866,-0.648682,-0.5,µm,Spot,Displacement Delta,39,1000000000,142,
0.428267,-0.606354,0.5,µm,Spot,Displacement Delta,39,1000000139,143,
0.602711,-0.407112,0.5,µm,Spot,Displacement Delta,40,1000000000,144,
1.15936,-1.69518,0.320045,µm,Spot,Displacement Delta,40,1000000139,145,
