
Time
 ==================== 
Time,Unit,Category,Time,TrackID,ID,
0,s,Spot,1,1000000000,0,
1,s,Spot,2,1000000000,1,
2,s,Spot,3,1000000000,2,
3,s,Spot,4,1000000000,3,
4,s,Spot,5,1000000000,4,
5,s,Spot,6,1000000000,5,
6,s,Spot,7,1000000000,6,
7,s,Spot,8,1000000000,7,
8,s,Spot,9,1000000000,8,
9,s,Spot,10,1000000000,9,
10,s,Spot,11,1000000000,10,
11,s,Spot,12,1000000000,11,
12,s,Spot,13,1000000000,12,
13,s,Spot,14,1000000000,13,
14,s,Spot,15,1000000000,14,
15,s,Spot,16,1000000000,15,
16,s,Spot,17,1000000000,16,
17,s,Spot,18,1000000000,17,
18,s,Spot,19,1000000000,18,
19,s,Spot,20,1000000000,19,
20,s,Spot,21,1000000000,20,
21,s,Spot,22,1000000000,21,
22,s,Spot,23,1000000000,22,
23,s,Spot,24,1000000000,23,
24,s,Spot,25,1000000000,24,
25,s,Spot,26,1000000000,25,
26,s,Spot,27,1000000000,26,
27,s,Spot,28,1000000000,27,
28,s,Spot,29,1000000000,28,
29,s,Spot,30,1000000000,29,
30,s,Spot,31,1000000000,30,
31,s,Spot,32,1000000000,31,
32,s,Spot,33,1000000000,32,
33,s,Spot,34,1000000000,33,
34,s,Spot,35,1000000000,34,
35,s,Spot,36,1000000000,35,
36,s,Spot,37,1000000000,36,
36,s,Spot,37,1000000139,139,
37,s,Spot,38,1000000000,140,
37,s,Spot,38,1000000139,141,
38,s,Spot,39,1000000000,142,
38,s,Spot,39,1000000139,143,
39,s,Spot,40,1000000000,144,
39,s,Spot,40,1000000139,145,
40,s,Spot,41,1000000000,146,
40,s,Spot,41,1000000139,147,
41,s,Spot,42,1000000000,148,
41,s,Spot,42,1000000139,149,
42,s,Spot,43,1000000000,150,
42,s,Spot,43,1000000139,151,
43,s,Spot,44,1000000000,152,
43,s,Spot,44,1000000139,153,
44,s,Spot,45,1000000000,154,
44,s,Spot,45,1000000139,155,
45,s,Spot,46,1000000000,156,
45,s,Spot,46,1000000139,157,
46,s,Spot,47,1000000000,158,
46,s,Spot,47,1000000139,159,
47,s,Spot,48,1000000000,160,
47,s,Spot,48,1000000139,161,
48,s,Spot,49,1000000000,162,
48,s,Spot,49,1000000139,163,
49,s,Spot,50,1000000139,164,
50,s,Spot,51,1000000139,165,
51,s,Spot,52,1000000139,166,
52,s,Spot,53,1000000139,167,
53,s,Spot,54,1000000139,168,
54,s,Spot,55,1000000139,169,
55,s,Spot,56,1000000139,170,
56,s,Spot,57,1000000139,171,
57,s,Spot,58,1000000139,172,
58,s,Spot,59,1000000139,173,
59,s,Spot,60,1000000139,174,
60,s,Spot,61,1000000139,175,
61,s,Spot,62,1000000139,176,
62,s,Spot,63,1000000139,177,
63,s,Spot,64,1000000139,178,
64,s,Spot,65,1000000139,179,
65,s,Spot,66,1000000139,180,
66,s,Spot,67,1000000139,181,
67,s,Spot,68,1000000139,182,
68,s,Spot,69,1000000139,183,
69,s,Spot,70,1000000139,184,
70,s,Spot,71,1000000139,185,
71,s,Spot,72,1000000139,186,
72,s,Spot,73,1000000139,187,
73,s,Spot,74,1000000139,188,
74,s,Spot,75,1000000139,189,
75,s,Spot,76,1000000139,190,
76,s,Spot,77,1000000139,191,
77,s,Spot,78,1000000139,192,
78,s,Spot,79,1000000139,193,
79,s,Spot,80,1000000139,194,
80,s,Spot,81,1000000139,195,
81,s,Spot,82,1000000139,196,
82,s,Spot,83,1000000139,197,
83,s,Spot,84,1000000139,198,
84,s,Spot,85,1000000139,199,
85,s,Spot,86,1000000139,200,
86,s,Spot,87,1000000139,201,
87,s,Spot,88,1000000139,202,
88,s,Spot,89,1000000139,203,
89,s,Spot,90,1000000139,204,
90,s,Spot,91,1000000139,205,
91,s,Spot,92,1000000139,206,
92,s,Spot,93,1000000139,207,
93,s,Spot,94,1000000139,208,
93,s,Spot,94,1000000209,209,
94,s,Spot,95,1000000139,210,
94,s,Spot,95,1000000209,211,
95,s,Spot,96,1000000139,212,
95,s,Spot,96,1000000209,213,
96,s,Spot,97,1000000139,214,
96,s,Spot,97,1000000209,215,
97,s,Spot,98,1000000139,216,
97,s,Spot,98,1000000209,217,
98,s,Spot,99,1000000139,218,
98,s,Spot,99,1000000209,219,
99,s,Spot,100,1000000139,220,
99,s,Spot,100,1000000209,221,
100,s,Spot,101,1000000139,222,
100,s,Spot,101,1000000209,223,
101,s,Spot,102,1000000139,224,
101,s,Spot,102,1000000209,225,
102,s,Spot,103,1000000139,226,
102,s,Spot,103,1000000209,227,
103,s,Spot,104,1000000139,228,
103,s,Spot,104,1000000209,229,
104,s,Spot,105,1000000139,230,
104,s,Spot,105,1000000209,231,
105,s,Spot,106,1000000139,232,
105,s,Spot,106,1000000209,233,
106,s,Spot,107,1000000139,234,
106,s,Spot,107,1000000209,235,
107,s,Spot,108,1000000139,236,
107,s,Spot,108,1000000209,237,
108,s,Spot,109,1000000139,238,
108,s,Spot,109,1000000209,239,
109,s,Spot,110,1000000139,240,
109,s,Spot,110,1000000209,241,
110,s,Spot,111,1000000139,242,
110,s,Spot,111,1000000209,243,
111,s,Spot,112,1000000139,244,
111,s,Spot,112,1000000209,245,
112,s,Spot,113,1000000139,246,
112,s,Spot,113,1000000209,247,
