
Overall
 ==================== 
Variable,Value,Unit,Time,ID,
Number of Spots per Time Point,0,,67,,
Number of Spots per Time Point,0,,68,,
Number of Spots per Time Point,0,,69,,
Number of Spots per Time Point,0,,70,,
Number of Spots per Time Point,0,,71,,
Number of Spots per Time Point,0,,72,,
Number of Spots per Time Point,0,,73,,
Number of Spots per Time Point,0,,74,,
Number of Spots per Time Point,0,,75,,
Number of Spots per Time Point,0,,76,,
Number of Spots per Time Point,0,,77,,
Number of Spots per Time Point,0,,78,,
Number of Spots per Time Point,0,,79,,
Number of Spots per Time Point,0,,80,,
Number of Spots per Time Point,0,,81,,
Number of Spots per Time Point,0,,82,,
Number of Spots per Time Point,0,,83,,
Number of Spots per Time Point,0,,84,,
Number of Spots per Time Point,0,,85,,
Number of Spots per Time Point,0,,86,,
Number of Spots per Time Point,0,,87,,
Number of Spots per Time Point,0,,88,,
Number of Spots per Time Point,0,,89,,
Number of Spots per Time Point,0,,90,,
Number of Spots per Time Point,0,,91,,
Number of Spots per Time Point,0,,92,,
Number of Spots per Time Point,0,,93,,
Number of Spots per Time Point,0,,94,,
Number of Spots per Time Point,1,,95,,
Number of Spots per Time Point,1,,96,,
Number of Spots per Time Point,1,,97,,
Number of Spots per Time Point,1,,98,,
Number of Spots per Time Point,1,,99,,
Number of Spots per Time Point,1,,100,,
Number of Spots per Time Point,1,,101,,
Number of Spots per Time Point,1,,102,,
Number of Spots per Time Point,1,,103,,
Number of Spots per Time Point,1,,104,,
Number of Spots per Time Point,1,,105,,
Number of Spots per Time Point,1,,106,,
Number of Spots per Time Point,1,,107,,
Number of Spots per Time Point,1,,108,,
Number of Spots per Time Point,1,,109,,
Number of Spots per Time Point,1,,110,,
Number of Spots per Time Point,1,,111,,
Number of Spots per Time Point,1,,112,,
Number of Spots per Time Point,1,,113,,
Number of Spots per Time Point,1,,114,,
Number of Spots per Time Point,1,,115,,
Number of Spots per Time Point,1,,116,,
Number of Spots per Time Point,1,,117,,
Number of Spots per Time Point,1,,118,,
Number of Spots per Time Point,1,,119,,
Number of Spots per Time Point,1,,120,,
Number of Spots per Time Point,1,,121,,
Number of Spots per Time Point,1,,122,,
Number of Spots per Time Point,1,,123,,
Number of Spots per Time Point,1,,124,,
Number of Spots per Time Point,1,,125,,
Number of Spots per Time Point,1,,126,,
Number of Spots per Time Point,1,,127,,
Number of Spots per Time Point,1,,128,,
Number of Spots per Time Point,1,,129,,
Number of Spots per Time Point,1,,130,,
Number of Spots per Time Point,1,,131,,
Number of Spots per Time Point,1,,132,,
Number of Spots per Time Point,1,,133,,
Number of Spots per Time Point,2,,134,,
Number of Spots per Time Point,2,,135,,
Number of Spots per Time Point,2,,136,,
Number of Spots per Time Point,2,,137,,
Number of Spots per Time Point,2,,138,,
Number of Spots per Time Point,2,,139,,
Number of Spots per Time Point,2,,140,,
Number of Spots per Time Point,2,,141,,
Number of Spots per Time Point,2,,142,,
Number of Spots per Time Point,2,,143,,
Number of Spots per Time Point,2,,144,,
Number of Spots per Time Point,2,,145,,
Number of Spots per Time Point,2,,146,,
Number of Spots per Time Point,2,,147,,
Number of Spots per Time Point,2,,148,,
Number of Spots per Time Point,2,,149,,
Number of Spots per Time Point,2,,150,,
Number of Spots per Time Point,2,,151,,
Number of Spots per Time Point,2,,152,,
Number of Spots per Time Point,2,,153,,
Number of Spots per Time Point,2,,154,,
Number of Spots per Time Point,2,,155,,
Number of Spots per Time Point,2,,156,,
Number of Spots per Time Point,2,,157,,
Number of Spots per Time Point,2,,158,,
Number of Spots per Time Point,2,,159,,
Number of Spots per Time Point,2,,160,,
Number of Spots per Time Point,2,,161,,
Number of Spots per Time Point,2,,162,,
Number of Spots per Time Point,2,,163,,
Number of Spots per Time Point,2,,164,,
Number of Spots per Time Point,2,,165,,
Number of Spots per Time Point,2,,166,,
Number of Spots per Time Point,2,,167,,
Number of Spots per Time Point,2,,168,,
Number of Spots per Time Point,2,,169,,
Number of Spots per Time Point,1,,170,,
Number of Spots per Time Point,1,,171,,
Number of Spots per Time Point,1,,172,,
Number of Spots per Time Point,1,,173,,
Number of Spots per Time Point,1,,174,,
Number of Spots per Time Point,1,,175,,
Number of Spots per Time Point,1,,176,,
Number of Spots per Time Point,1,,177,,
Number of Spots per Time Point,1,,178,,
Number of Spots per Time Point,1,,179,,
Number of Spots per Time Point,1,,180,,
Number of Spots per Time Point,1,,181,,
Number of Spots per Time Point,1,,182,,
Number of Spots per Time Point,1,,183,,
Number of Spots per Time Point,1,,184,,
Number of Spots per Time Point,0,,185,,
Number of Spots per Time Point,0,,186,,
Number of Spots per Time Point,0,,187,,
Number of Spots per Time Point,0,,188,,
Number of Spots per Time Point,0,,189,,
Number of Spots per Time Point,0,,190,,
Number of Spots per Time Point,0,,191,,
Number of Spots per Time Point,0,,192,,
Number of Spots per Time Point,0,,193,,
Number of Spots per Time Point,0,,194,,
Number of Spots per Time Point,0,,195,,
Number of Spots per Time Point,0,,196,,
Number of Spots per Time Point,0,,197,,
Number of Spots per Time Point,0,,198,,
Number of Spots per Time Point,0,,199,,
Number of Spots per Time Point,0,,200,,
Number of Spots per Time Point,0,,201,,
Number of Spots per Time Point,0,,202,,
Number of Spots per Time Point,0,,203,,
Number of Spots per Time Point,0,,204,,
Number of Spots per Time Point,0,,205,,
Number of Spots per Time Point,0,,206,,
Number of Spots per Time Point,0,,207,,
Number of Spots per Time Point,0,,208,,
Number of Spots per Time Point,0,,209,,
Number of Spots per Time Point,0,,210,,
Number of Spots per Time Point,0,,211,,
Number of Spots per Time Point,0,,212,,
Number of Spots per Time Point,0,,213,,
Number of Spots per Time Point,0,,214,,
Number of Spots per Time Point,0,,215,,
Number of Spots per Time Point,0,,216,,
Number of Spots per Time Point,0,,217,,
Number of Spots per Time Point,0,,218,,
Number of Spots per Time Point,0,,219,,
Number of Spots per Time Point,0,,220,,
Number of Spots per Time Point,0,,221,,
Number of Spots per Time Point,0,,222,,
Number of Spots per Time Point,0,,223,,
Number of Spots per Time Point,0,,224,,
Number of Spots per Time Point,0,,225,,
Number of Spots per Time Point,0,,226,,
Number of Spots per Time Point,0,,227,,
Number of Spots per Time Point,0,,228,,
Number of Spots per Time Point,0,,229,,
Number of Spots per Time Point,0,,230,,
Number of Spots per Time Point,0,,231,,
Number of Spots per Time Point,0,,232,,
Number of Spots per Time Point,0,,233,,
Number of Spots per Time Point,0,,234,,
Number of Spots per Time Point,0,,235,,
Number of Spots per Time Point,0,,236,,
Number of Spots per Time Point,0,,237,,
Number of Spots per Time Point,0,,238,,
Number of Spots per Time Point,0,,239,,
Number of Spots per Time Point,0,,240,,
Number of Spots per Time Point,0,,241,,
Number of Spots per Time Point,0,,242,,
Number of Spots per Time Point,0,,243,,
Number of Spots per Time Point,0,,244,,
Number of Spots per Time Point,0,,245,,
Number of Spots per Time Point,0,,246,,
Number of Spots per Time Point,0,,247,,
Number of Spots per Time Point,0,,248,,
Number of Spots per Time Point,0,,249,,
Number of Spots per Time Point,0,,250,,
Number of Spots per Time Point,0,,251,,
Number of Spots per Time Point,0,,252,,
Number of Spots per Time Point,0,,253,,
Number of Spots per Time Point,0,,254,,
Number of Spots per Time Point,0,,255,,
Number of Spots per Time Point,0,,256,,
Number of Spots per Time Point,0,,257,,
Number of Spots per Time Point,0,,258,,
Number of Spots per Time Point,0,,259,,
Number of Spots per Time Point,0,,260,,
Number of Spots per Time Point,1,,261,,
Number of Spots per Time Point,1,,262,,
Number of Spots per Time Point,1,,263,,
Number of Spots per Time Point,1,,264,,
Number of Spots per Time Point,1,,265,,
Number of Spots per Time Point,1,,266,,
Number of Spots per Time Point,1,,267,,
Number of Spots per Time Point,1,,268,,
Number of Spots per Time Point,1,,269,,
Number of Spots per Time Point,1,,270,,
Number of Spots per Time Point,2,,271,,
Number of Spots per Time Point,2,,272,,
Number of Spots per Time Point,2,,273,,
Number of Spots per Time Point,2,,274,,
Number of Spots per Time Point,2,,275,,
Number of Spots per Time Point,2,,276,,
Number of Spots per Time Point,2,,277,,
Number of Spots per Time Point,2,,278,,
Number of Spots per Time Point,2,,279,,
Number of Spots per Time Point,2,,280,,
Number of Spots per Time Point,2,,281,,
Number of Spots per Time Point,2,,282,,
Number of Spots per Time Point,2,,283,,
Number of Spots per Time Point,3,,284,,
Number of Spots per Time Point,3,,285,,
Number of Spots per Time Point,3,,286,,
Number of Spots per Time Point,3,,287,,
Number of Spots per Time Point,3,,288,,
Number of Spots per Time Point,3,,289,,
Number of Spots per Time Point,3,,290,,
Number of Spots per Time Point,3,,291,,
Number of Spots per Time Point,3,,292,,
Number of Spots per Time Point,3,,293,,
Number of Spots per Time Point,3,,294,,
Number of Spots per Time Point,3,,295,,
Number of Spots per Time Point,3,,296,,
Number of Spots per Time Point,3,,297,,
Number of Spots per Time Point,3,,298,,
Number of Spots per Time Point,3,,299,,
Number of Spots per Time Point,3,,300,,
Number of Spots per Time Point,3,,301,,
Number of Spots per Time Point,3,,302,,
Number of Spots per Time Point,3,,303,,
Number of Spots per Time Point,3,,304,,
Number of Spots per Time Point,3,,305,,
Number of Spots per Time Point,3,,306,,
Number of Spots per Time Point,2,,307,,
Number of Spots per Time Point,2,,308,,
Number of Spots per Time Point,2,,309,,
Number of Spots per Time Point,2,,310,,
Number of Spots per Time Point,2,,311,,
Number of Spots per Time Point,2,,312,,
Number of Spots per Time Point,2,,313,,
Number of Spots per Time Point,2,,314,,
Number of Spots per Time Point,2,,315,,
Number of Spots per Time Point,2,,316,,
Number of Spots per Time Point,1,,317,,
Number of Spots per Time Point,1,,318,,
Number of Spots per Time Point,1,,319,,
Number of Spots per Time Point,1,,320,,
Number of Spots per Time Point,0,,321,,
Number of Spots per Time Point,0,,322,,
Number of Spots per Time Point,0,,323,,
Number of Spots per Time Point,0,,324,,
Number of Spots per Time Point,0,,325,,
Number of Spots per Time Point,0,,326,,
Number of Spots per Time Point,0,,327,,
Number of Spots per Time Point,0,,328,,
Number of Spots per Time Point,0,,329,,
Number of Spots per Time Point,0,,330,,
Number of Spots per Time Point,0,,331,,
Number of Spots per Time Point,0,,332,,
Number of Spots per Time Point,0,,333,,
Number of Spots per Time Point,0,,334,,
Number of Spots per Time Point,0,,335,,
Number of Spots per Time Point,0,,336,,
Number of Spots per Time Point,0,,337,,
Number of Spots per Time Point,0,,338,,
Number of Spots per Time Point,0,,339,,
Number of Spots per Time Point,0,,340,,
Number of Spots per Time Point,0,,341,,
Number of Spots per Time Point,0,,342,,
Number of Spots per Time Point,0,,343,,
Number of Spots per Time Point,0,,344,,
Number of Spots per Time Point,0,,345,,
Number of Spots per Time Point,0,,346,,
Number of Spots per Time Point,0,,347,,
Number of Spots per Time Point,1,,348,,
Number of Spots per Time Point,2,,349,,
Number of Spots per Time Point,2,,350,,
Number of Spots per Time Point,2,,351,,
Number of Spots per Time Point,2,,352,,
Number of Spots per Time Point,2,,353,,
Number of Spots per Time Point,2,,354,,
Number of Spots per Time Point,3,,355,,
Number of Spots per Time Point,3,,356,,
Number of Spots per Time Point,3,,357,,
Number of Spots per Time Point,3,,358,,
Number of Spots per Time Point,3,,359,,
Number of Spots per Time Point,3,,360,,
Number of Spots per Time Point,3,,361,,
Number of Spots per Time Point,3,,362,,
Number of Spots per Time Point,3,,363,,
Number of Spots per Time Point,3,,364,,
Number of Spots per Time Point,3,,365,,
Number of Spots per Time Point,3,,366,,
Number of Spots per Time Point,3,,367,,
Number of Spots per Time Point,3,,368,,
Number of Spots per Time Point,3,,369,,
Number of Spots per Time Point,2,,370,,
Number of Spots per Time Point,2,,371,,
Number of Spots per Time Point,2,,372,,
Number of Spots per Time Point,2,,373,,
Number of Spots per Time Point,2,,374,,
Number of Spots per Time Point,2,,375,,
Number of Spots per Time Point,2,,376,,
Number of Spots per Time Point,2,,377,,
Number of Spots per Time Point,2,,378,,
Number of Spots per Time Point,1,,379,,
Number of Spots per Time Point,1,,380,,
Number of Spots per Time Point,1,,381,,
Number of Spots per Time Point,1,,382,,
Number of Spots per Time Point,1,,383,,
Number of Spots per Time Point,1,,384,,
Number of Spots per Time Point,1,,385,,
Number of Spots per Time Point,1,,386,,
Number of Spots per Time Point,1,,387,,
Number of Spots per Time Point,0,,388,,
Number of Spots per Time Point,0,,389,,
Number of Spots per Time Point,0,,390,,
Number of Spots per Time Point,0,,391,,
Number of Spots per Time Point,0,,392,,
Number of Spots per Time Point,0,,393,,
Number of Spots per Time Point,0,,394,,
Number of Spots per Time Point,0,,395,,
Number of Spots per Time Point,0,,396,,
Number of Spots per Time Point,0,,397,,
Number of Spots per Time Point,0,,398,,
Number of Spots per Time Point,0,,399,,
Number of Spots per Time Point,0,,400,,
Number of Spots per Time Point,0,,401,,
Number of Spots per Time Point,0,,402,,
Number of Spots per Time Point,0,,403,,
Number of Spots per Time Point,0,,404,,
Number of Spots per Time Point,0,,405,,
Number of Tracks,8,,,,
Total Number of Spots,340,,,,
