
Displacement Length
 ==================== 
Displacement Length,Unit,Category,Time,TrackID,ID,
0,,Spot,1,1000004380,4380,
0.97807,,Spot,2,1000004380,4382,
0,,Spot,4,1000004387,4387,
0.74923,,Spot,5,1000004387,4388,
0,,Spot,6,1000004389,4389,
1.20698,,Spot,7,1000004389,4390,
2.06779,,Spot,8,1000004389,4391,
1.84419,,Spot,9,1000004389,4392,
1.98249,,Spot,10,1000004389,4393,
2.70483,,Spot,11,1000004389,4394,
3.25032,,Spot,12,1000004389,4395,
4.0149,,Spot,13,1000004389,4396,
4.77008,,Spot,14,1000004389,4397,
5.90686,,Spot,15,1000004389,4398,
6.20539,,Spot,16,1000004389,4399,
6.39887,,Spot,17,1000004389,4400,
6.20075,,Spot,18,1000004389,4401,
6.8437,,Spot,19,1000004389,4402,
6.27783,,Spot,20,1000004389,4403,
5.99622,,Spot,21,1000004389,4404,
6.05804,,Spot,22,1000004389,4405,
5.91498,,Spot,23,1000004389,4406,
6.25625,,Spot,24,1000004389,4407,
6.46433,,Spot,25,1000004389,4408,
6.93361,,Spot,26,1000004389,4409,
7.02152,,Spot,27,1000004389,4410,
5.98261,,Spot,28,1000004389,4411,
6.25468,,Spot,29,1000004389,4412,
6.48409,,Spot,30,1000004389,4413,
6.03587,,Spot,31,1000004389,4414,
5.69613,,Spot,32,1000004389,4415,
6.98143,,Spot,33,1000004389,4416,
5.61619,,Spot,34,1000004389,4417,
6.2206,,Spot,35,1000004389,4418,
7.03697,,Spot,36,1000004389,4419,
0,,Spot,37,1000004431,4431,
0.827457,,Spot,38,1000004431,4432,
0.440514,,Spot,39,1000004431,4433,
0.577085,,Spot,40,1000004431,4434,
1.30112,,Spot,41,1000004431,4435,
0.400404,,Spot,42,1000004431,4436,
0.442299,,Spot,43,1000004431,4437,
0.740487,,Spot,44,1000004431,4438,
1.18861,,Spot,45,1000004431,4439,
2.07431,,Spot,46,1000004431,4440,
1.5869,,Spot,47,1000004431,4441,
1.86996,,Spot,48,1000004431,4442,
2.18955,,Spot,49,1000004431,4443,
1.53144,,Spot,50,1000004431,4444,
0.910801,,Spot,51,1000004431,4445,
1.54122,,Spot,52,1000004431,4446,
1.57629,,Spot,53,1000004431,4447,
1.33102,,Spot,54,1000004431,4448,
1.86529,,Spot,55,1000004431,4449,
1.15886,,Spot,56,1000004431,4450,
1.1961,,Spot,57,1000004431,4451,
1.28005,,Spot,58,1000004431,4452,
1.85017,,Spot,59,1000004431,4453,
1.05635,,Spot,60,1000004431,4454,
1.1231,,Spot,61,1000004431,4455,
1.77455,,Spot,62,1000004431,4456,
1.83232,,Spot,63,1000004431,4457,
2.69462,,Spot,64,1000004431,4458,
2.2833,,Spot,65,1000004431,4459,
2.39348,,Spot,66,1000004431,4460,
3.0917,,Spot,67,1000004431,4461,
2.87217,,Spot,68,1000004431,4462,
3.95375,,Spot,69,1000004431,4463,
3.94107,,Spot,70,1000004431,4464,
3.72778,,Spot,71,1000004431,4465,
4.29647,,Spot,72,1000004431,4466,
4.73843,,Spot,73,1000004431,4467,
0,,Spot,74,1000004468,4468,
0.669031,,Spot,75,1000004468,4469,
0.507344,,Spot,76,1000004468,4470,
0.745486,,Spot,77,1000004468,4471,
1.53149,,Spot,78,1000004468,4472,
2.06759,,Spot,79,1000004468,4473,
2.32044,,Spot,80,1000004468,4474,
2.71543,,Spot,81,1000004468,4475,
2.6943,,Spot,82,1000004468,4476,
2.40438,,Spot,83,1000004468,4477,
0,,Spot,84,1000004479,4479,
0.656726,,Spot,85,1000004479,4480,
1.74977,,Spot,86,1000004479,4481,
1.77676,,Spot,87,1000004479,4482,
1.88397,,Spot,88,1000004479,4483,
1.89945,,Spot,89,1000004479,4484,
1.92873,,Spot,90,1000004479,4485,
2.1772,,Spot,91,1000004479,4486,
2.40825,,Spot,92,1000004479,4487,
2.7345,,Spot,93,1000004479,4488,
2.6827,,Spot,94,1000004479,4489,
2.84973,,Spot,95,1000004479,4490,
2.75823,,Spot,96,1000004479,4491,
2.80594,,Spot,97,1000004479,4492,
3.08639,,Spot,98,1000004479,4493,
3.80842,,Spot,99,1000004479,4494,
3.54967,,Spot,100,1000004479,4495,
0,,Spot,101,1000004496,4496,
0.570223,,Spot,102,1000004496,4497,
0.284254,,Spot,103,1000004496,4498,
0.743823,,Spot,104,1000004496,4499,
1.6499,,Spot,105,1000004496,4500,
1.29137,,Spot,106,1000004496,4501,
0.894629,,Spot,107,1000004496,4502,
1.59641,,Spot,108,1000004496,4503,
