
Volume
 ==================== 
Volume,Unit,Category,Time,TrackID,ID,
1767.15,µm^3,Spot,1,1000003912,3912,
1767.15,µm^3,Spot,2,1000003912,3913,
1767.15,µm^3,Spot,3,1000003912,3914,
1767.15,µm^3,Spot,4,1000003912,3915,
1767.15,µm^3,Spot,5,1000003912,3916,
1767.15,µm^3,Spot,6,1000003912,3917,
1767.15,µm^3,Spot,7,1000003912,3918,
1767.15,µm^3,Spot,8,1000003912,3919,
1767.15,µm^3,Spot,9,1000003912,3920,
1767.15,µm^3,Spot,10,1000003912,3921,
1767.15,µm^3,Spot,11,1000003912,3922,
1767.15,µm^3,Spot,12,1000003912,3923,
1767.15,µm^3,Spot,13,1000003912,3924,
1767.15,µm^3,Spot,14,1000003912,3925,
1767.15,µm^3,Spot,15,1000003912,3926,
1767.15,µm^3,Spot,16,1000003912,3927,
1767.15,µm^3,Spot,17,1000003912,3928,
1767.15,µm^3,Spot,18,1000003912,3929,
1767.15,µm^3,Spot,19,1000003912,3930,
1767.15,µm^3,Spot,20,1000003912,3931,
1767.15,µm^3,Spot,21,1000003912,3932,
1767.15,µm^3,Spot,22,1000003912,3933,
1767.15,µm^3,Spot,23,1000003912,3934,
1767.15,µm^3,Spot,24,1000003912,3935,
1767.15,µm^3,Spot,25,1000003912,3936,
1767.15,µm^3,Spot,26,1000003912,3937,
1767.15,µm^3,Spot,27,1000003912,3938,
1767.15,µm^3,Spot,28,1000003912,3939,
1767.15,µm^3,Spot,29,1000003912,3940,
1767.15,µm^3,Spot,30,1000003912,3941,
1767.15,µm^3,Spot,31,1000003912,3942,
1767.15,µm^3,Spot,32,1000003912,3943,
1767.15,µm^3,Spot,33,1000003912,3944,
1767.15,µm^3,Spot,34,1000003912,3945,
1767.15,µm^3,Spot,35,1000003912,3946,
1767.15,µm^3,Spot,36,1000003912,3947,
1767.15,µm^3,Spot,37,1000003912,3948,
1767.15,µm^3,Spot,38,1000003912,3949,
1767.15,µm^3,Spot,39,1000003912,3950,
1767.15,µm^3,Spot,40,1000003912,3951,
1767.15,µm^3,Spot,41,1000003912,3952,
1767.15,µm^3,Spot,42,1000003912,3953,
1767.15,µm^3,Spot,43,1000003912,3954,
1767.15,µm^3,Spot,44,1000003912,3955,
1767.15,µm^3,Spot,45,1000003912,3956,
1767.15,µm^3,Spot,46,1000003912,3957,
1767.15,µm^3,Spot,47,1000003912,3958,
1767.15,µm^3,Spot,48,1000003912,3959,
1767.15,µm^3,Spot,49,1000003912,3960,
1767.15,µm^3,Spot,50,1000003912,3961,
1767.15,µm^3,Spot,51,1000003912,3962,
1767.15,µm^3,Spot,52,1000003912,3963,
1767.15,µm^3,Spot,53,1000003912,3964,
1767.15,µm^3,Spot,54,1000003912,3965,
1767.15,µm^3,Spot,55,1000003912,3966,
1767.15,µm^3,Spot,56,1000003912,3967,
1767.15,µm^3,Spot,57,1000003912,3968,
1767.15,µm^3,Spot,58,1000003912,3969,
1767.15,µm^3,Spot,59,1000003912,3970,
1767.15,µm^3,Spot,60,1000003912,3971,
1767.15,µm^3,Spot,61,1000003912,3972,
1767.15,µm^3,Spot,62,1000003912,3973,
1767.15,µm^3,Spot,63,1000003912,3974,
1767.15,µm^3,Spot,64,1000003912,3975,
1767.15,µm^3,Spot,65,1000003912,3976,
1767.15,µm^3,Spot,66,1000003912,3977,
1767.15,µm^3,Spot,67,1000003912,3978,
1767.15,µm^3,Spot,68,1000003912,3979,
1767.15,µm^3,Spot,69,1000003912,3980,
1767.15,µm^3,Spot,70,1000003912,3981,
1767.15,µm^3,Spot,71,1000003912,3982,
1767.15,µm^3,Spot,72,1000003912,3983,
1767.15,µm^3,Spot,73,1000003912,3984,
1767.15,µm^3,Spot,74,1000003912,3985,
1767.15,µm^3,Spot,75,1000003912,3986,
1767.15,µm^3,Spot,76,1000003912,3987,
1767.15,µm^3,Spot,77,1000003912,3988,
1767.15,µm^3,Spot,78,1000003912,3989,
1767.15,µm^3,Spot,79,1000003912,3990,
1767.15,µm^3,Spot,80,1000003912,3991,
1767.15,µm^3,Spot,81,1000003912,3992,
1767.15,µm^3,Spot,82,1000003912,3993,
1767.15,µm^3,Spot,83,1000003912,3994,
1767.15,µm^3,Spot,84,1000003912,3995,
1767.15,µm^3,Spot,85,1000003912,3996,
1767.15,µm^3,Spot,86,1000003912,3997,
1767.15,µm^3,Spot,87,1000003912,3998,
1767.15,µm^3,Spot,88,1000003912,3999,
1767.15,µm^3,Spot,89,1000003912,4000,
1767.15,µm^3,Spot,90,1000003912,4001,
1767.15,µm^3,Spot,91,1000003912,4002,
1767.15,µm^3,Spot,92,1000003912,4003,
1767.15,µm^3,Spot,93,1000003912,4004,
1767.15,µm^3,Spot,94,1000003912,4005,
1767.15,µm^3,Spot,95,1000003912,4006,
1767.15,µm^3,Spot,96,1000003912,4007,
1767.15,µm^3,Spot,97,1000003912,4008,
1767.15,µm^3,Spot,98,1000003912,4009,
1767.15,µm^3,Spot,99,1000003912,4010,
1767.15,µm^3,Spot,100,1000003912,4011,
1767.15,µm^3,Spot,101,1000003912,4012,
1767.15,µm^3,Spot,102,1000003912,4013,
1767.15,µm^3,Spot,103,1000003912,4014,
1767.15,µm^3,Spot,104,1000003912,4015,
1767.15,µm^3,Spot,105,1000003912,4016,
1767.15,µm^3,Spot,106,1000003912,4017,
1767.15,µm^3,Spot,107,1000003912,4018,
1767.15,µm^3,Spot,108,1000003912,4019,
1767.15,µm^3,Spot,109,1000003912,4020,
1767.15,µm^3,Spot,110,1000003912,4021,
1767.15,µm^3,Spot,111,1000003912,4022,
1767.15,µm^3,Spot,112,1000003912,4023,
1767.15,µm^3,Spot,113,1000003912,4024,
1767.15,µm^3,Spot,114,1000003912,4025,
1767.15,µm^3,Spot,115,1000003912,4026,
1767.15,µm^3,Spot,116,1000003912,4027,
1767.15,µm^3,Spot,117,1000003912,4028,
1767.15,µm^3,Spot,118,1000003912,4029,
1767.15,µm^3,Spot,119,1000003912,4030,
1767.15,µm^3,Spot,120,1000003912,4031,
1767.15,µm^3,Spot,121,1000003912,4032,
1767.15,µm^3,Spot,122,1000003912,4033,
1767.15,µm^3,Spot,123,1000003912,4034,
1767.15,µm^3,Spot,124,1000003912,4035,
1767.15,µm^3,Spot,125,1000003912,4036,
1767.15,µm^3,Spot,126,1000003912,4037,
1767.15,µm^3,Spot,127,1000003912,4038,
1767.15,µm^3,Spot,128,1000003912,4039,
1767.15,µm^3,Spot,129,1000003912,4040,
1767.15,µm^3,Spot,130,1000003912,4041,
