
Displacement Length
 ==================== 
Displacement Length,Unit,Category,Time,TrackID,ID,
0,,Spot,1,1000718119,718119,
2.00041,,Spot,2,1000718119,730774,
3.04096,,Spot,3,1000718119,743791,
5.94725,,Spot,4,1000718119,756711,
7.1258,,Spot,5,1000718119,768779,
6.98162,,Spot,6,1000718119,782493,
6.59685,,Spot,7,1000718119,795537,
5.78553,,Spot,8,1000718119,808499,
5.56018,,Spot,9,1000718119,821759,
4.02239,,Spot,10,1000718119,834667,
3.37199,,Spot,11,1000718119,847617,
3.03914,,Spot,12,1000718119,860523,
2.78519,,Spot,13,1000718119,873474,
3.00694,,Spot,14,1000718119,886281,
2.36444,,Spot,15,1000718119,899325,
2.36696,,Spot,16,1000718119,912407,
2.63951,,Spot,17,1000718119,924871,
2.57319,,Spot,18,1000718119,935891,
2.67332,,Spot,19,1000718119,946886,
2.81925,,Spot,20,1000718119,957866,
3.10197,,Spot,21,1000718119,968955,
3.05514,,Spot,22,1000718119,979962,
3.45026,,Spot,23,1000718119,990262,
4.36694,,Spot,24,1000718119,1001227,
5.70691,,Spot,25,1000718119,1012129,
6.422,,Spot,26,1000718119,1021431,
6.30308,,Spot,27,1000718119,1033878,
5.97672,,Spot,28,1000718119,1046880,
4.31816,,Spot,29,1000718119,1062673,
3.69587,,Spot,30,1000718119,1075614,
3.26827,,Spot,31,1000718119,1088631,
3.24287,,Spot,32,1000718119,1101555,
3.23989,,Spot,33,1000718119,1115305,
2.66968,,Spot,34,1000718119,1128005,
2.97356,,Spot,35,1000718119,1139796,
2.72054,,Spot,36,1000718119,1152693,
2.96176,,Spot,37,1000718119,1165353,
3.44147,,Spot,38,1000718119,1177450,
3.44507,,Spot,39,1000718119,1190519,
3.30915,,Spot,40,1000718119,1203410,
3.34108,,Spot,41,1000718119,1216401,
4.31461,,Spot,42,1000718119,1228874,
4.04407,,Spot,43,1000718119,1241031,
3.94451,,Spot,44,1000718119,1253678,
3.82424,,Spot,45,1000718119,1266099,
4.11771,,Spot,46,1000718119,1278170,
3.99078,,Spot,47,1000718119,1290744,
4.01077,,Spot,48,1000718119,1303639,
4.171,,Spot,49,1000718119,1316611,
3.92231,,Spot,50,1000718119,1329455,
4.07734,,Spot,51,1000718119,1342246,
4.23382,,Spot,52,1000718119,1355104,
4.05287,,Spot,53,1000718119,1367932,
4.26919,,Spot,54,1000718119,1380743,
4.44764,,Spot,55,1000718119,1393671,
4.48109,,Spot,56,1000718119,1406769,
4.62493,,Spot,57,1000718119,1419492,
4.52146,,Spot,58,1000718119,1431776,
4.59822,,Spot,59,1000718119,1444112,
4.36374,,Spot,60,1000718119,1456749,
4.91994,,Spot,61,1000718119,1469274,
4.87028,,Spot,62,1000718119,1481768,
5.83867,,Spot,63,1000718119,1491861,
6.28689,,Spot,64,1000718119,1505042,
6.94153,,Spot,65,1000718119,1518069,
7.83641,,Spot,66,1000718119,1531105,
8.0034,,Spot,67,1000718119,1544077,
7.8657,,Spot,68,1000718119,1557208,
6.41494,,Spot,69,1000718119,1570043,
5.65301,,Spot,70,1000718119,1582450,
4.90893,,Spot,71,1000718119,1598493,
4.74723,,Spot,72,1000718119,1611088,
4.72071,,Spot,73,1000718119,1623806,
5.10799,,Spot,74,1000718119,1636871,
5.20076,,Spot,75,1000718119,1649895,
5.30118,,Spot,76,1000718119,1662910,
5.47828,,Spot,77,1000718119,1676023,
5.09718,,Spot,78,1000718119,1688969,
4.93774,,Spot,79,1000718119,1702092,
4.52389,,Spot,80,1000718119,1715032,
4.60486,,Spot,81,1000718119,1728106,
4.48931,,Spot,82,1000718119,1741181,
4.31833,,Spot,83,1000718119,1754233,
4.48071,,Spot,84,1000718119,1767326,
3.99117,,Spot,85,1000718119,1780455,
3.77827,,Spot,86,1000718119,1793620,
3.26348,,Spot,87,1000718119,1806582,
3.84206,,Spot,88,1000718119,1819673,
4.747,,Spot,89,1000718119,1832868,
4.7819,,Spot,90,1000718119,1845959,
