
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,1,1000000000,0,
0.765278,0.465324,1.5,µm,Spot,Displacement Delta,2,1000000000,1,
0.169262,0.489239,-0.5,µm,Spot,Displacement Delta,3,1000000000,2,
-0.968386,-0.606514,1,µm,Spot,Displacement Delta,4,1000000000,3,
0.392849,0.0562134,-0.5,µm,Spot,Displacement Delta,5,1000000000,4,
-0.392452,-0.116554,0.5,µm,Spot,Displacement Delta,6,1000000000,5,
0.406208,-0.84499,0,µm,Spot,Displacement Delta,7,1000000000,6,
-0.555067,-0.521553,0.5,µm,Spot,Displacement Delta,8,1000000000,7,
-0.0253162,-0.153202,-1,µm,Spot,Displacement Delta,9,1000000000,8,
-0.724129,-0.0934772,-1,µm,Spot,Displacement Delta,10,1000000000,9,
-0.097662,0.203037,0.5,µm,Spot,Displacement Delta,11,1000000000,10,
0.763943,-0.0486984,0.5,µm,Spot,Displacement Delta,12,1000000000,11,
0.345427,-0.0632553,0,µm,Spot,Displacement Delta,13,1000000000,12,
0.212994,0.02075,-1,µm,Spot,Displacement Delta,14,1000000000,13,
-0.397722,-0.0380993,0.5,µm,Spot,Displacement Delta,15,1000000000,14,
0.876534,0.376003,0.5,µm,Spot,Displacement Delta,16,1000000000,15,
0.174002,0.0597095,0,µm,Spot,Displacement Delta,17,1000000000,16,
-0.0656319,-0.0318604,-1,µm,Spot,Displacement Delta,18,1000000000,17,
-0.239643,-0.451593,-0.5,µm,Spot,Displacement Delta,19,1000000000,18,
0.713566,0.403687,1,µm,Spot,Displacement Delta,20,1000000000,19,
-1.25224,0.471033,-1,µm,Spot,Displacement Delta,21,1000000000,20,
0.589434,0.872528,0,µm,Spot,Displacement Delta,22,1000000000,21,
-0.874117,-0.610596,0.5,µm,Spot,Displacement Delta,23,1000000000,22,
0.0389538,-0.713879,-1,µm,Spot,Displacement Delta,24,1000000000,23,
-0.465172,0.827953,0.5,µm,Spot,Displacement Delta,25,1000000000,24,
-0.190365,-0.448616,-0.5,µm,Spot,Displacement Delta,26,1000000000,25,
-1.21691,0.885406,0.5,µm,Spot,Displacement Delta,27,1000000000,26,
0.0875912,0.179375,-0.5,µm,Spot,Displacement Delta,28,1000000000,27,
-0.475346,0.623634,0,µm,Spot,Displacement Delta,29,1000000000,28,
-0.854382,0.121563,-0.5,µm,Spot,Displacement Delta,30,1000000000,29,
-1.16829,0.308643,0,µm,Spot,Displacement Delta,31,1000000000,30,
0.908131,0.39735,0,µm,Spot,Displacement Delta,32,1000000000,31,
0.917862,-0.674305,0,µm,Spot,Displacement Delta,33,1000000000,32,
-1.47687,0.0209084,0.5,µm,Spot,Displacement Delta,34,1000000000,33,
