
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
315,,Spot,1,Image 1,1,1000000000,0,
344,,Spot,1,Image 1,2,1000000000,1,
319,,Spot,1,Image 1,3,1000000000,2,
314,,Spot,1,Image 1,4,1000000000,3,
279,,Spot,1,Image 1,5,1000000000,4,
273,,Spot,1,Image 1,6,1000000000,5,
290,,Spot,1,Image 1,7,1000000000,6,
304,,Spot,1,Image 1,8,1000000000,7,
333,,Spot,1,Image 1,9,1000000000,8,
295,,Spot,1,Image 1,10,1000000000,9,
318,,Spot,1,Image 1,11,1000000000,10,
282,,Spot,1,Image 1,12,1000000000,11,
325,,Spot,1,Image 1,13,1000000000,12,
339,,Spot,1,Image 1,14,1000000000,13,
299,,Spot,1,Image 1,15,1000000000,14,
354,,Spot,1,Image 1,16,1000000000,15,
336,,Spot,1,Image 1,17,1000000000,16,
322,,Spot,1,Image 1,18,1000000000,17,
276,,Spot,1,Image 1,19,1000000000,18,
356,,Spot,1,Image 1,20,1000000000,19,
320,,Spot,1,Image 1,21,1000000000,20,
312,,Spot,1,Image 1,22,1000000000,21,
392,,Spot,1,Image 1,23,1000000000,22,
289,,Spot,1,Image 1,24,1000000000,23,
389,,Spot,1,Image 1,25,1000000000,24,
343,,Spot,1,Image 1,26,1000000000,25,
349,,Spot,1,Image 1,27,1000000000,26,
352,,Spot,1,Image 1,28,1000000000,27,
282,,Spot,1,Image 1,29,1000000000,28,
276,,Spot,1,Image 1,30,1000000000,29,
244,,Spot,1,Image 1,31,1000000000,30,
247,,Spot,1,Image 1,32,1000000000,31,
324,,Spot,1,Image 1,33,1000000000,32,
297,,Spot,1,Image 1,34,1000000000,33,
246,,Spot,1,Image 1,35,1000000000,34,
279,,Spot,1,Image 1,36,1000000000,35,
209,,Spot,1,Image 1,37,1000000000,36,
221,,Spot,1,Image 1,38,1000000000,37,
211,,Spot,1,Image 1,39,1000000000,38,
220,,Spot,1,Image 1,40,1000000000,39,
225,,Spot,1,Image 1,41,1000000000,40,
221,,Spot,1,Image 1,42,1000000000,41,
249,,Spot,1,Image 1,43,1000000000,42,
243,,Spot,1,Image 1,44,1000000000,43,
293,,Spot,1,Image 1,45,1000000000,44,
272,,Spot,1,Image 1,46,1000000000,45,
302,,Spot,1,Image 1,47,1000000000,46,
270,,Spot,1,Image 1,48,1000000000,47,
280,,Spot,1,Image 1,49,1000000000,48,
251,,Spot,1,Image 1,50,1000000000,49,
246,,Spot,1,Image 1,51,1000000000,50,
255,,Spot,1,Image 1,52,1000000000,51,
240,,Spot,1,Image 1,53,1000000000,52,
252,,Spot,1,Image 1,54,1000000000,53,
298,,Spot,1,Image 1,55,1000000000,54,
260,,Spot,1,Image 1,56,1000000000,55,
271,,Spot,1,Image 1,57,1000000000,56,
276,,Spot,1,Image 1,58,1000000000,57,
266,,Spot,1,Image 1,59,1000000000,58,
245,,Spot,1,Image 1,60,1000000000,59,
263,,Spot,1,Image 1,61,1000000000,60,
258,,Spot,1,Image 1,62,1000000000,61,
279,,Spot,1,Image 1,63,1000000000,62,
302,,Spot,1,Image 1,64,1000000000,63,
263,,Spot,1,Image 1,65,1000000000,64,
236,,Spot,1,Image 1,66,1000000000,65,
262,,Spot,1,Image 1,67,1000000000,66,
260,,Spot,1,Image 1,68,1000000000,67,
230,,Spot,1,Image 1,69,1000000000,68,
258,,Spot,1,Image 1,70,1000000000,70,
313,,Spot,1,Image 1,71,1000000000,71,
255,,Spot,1,Image 1,72,1000000000,72,
243,,Spot,1,Image 1,73,1000000000,73,
250,,Spot,1,Image 1,74,1000000000,74,
341,,Spot,1,Image 1,75,1000000000,75,
290,,Spot,1,Image 1,76,1000000000,76,
308,,Spot,1,Image 1,77,1000000000,77,
245,,Spot,1,Image 1,78,1000000000,78,
256,,Spot,1,Image 1,79,1000000000,79,
283,,Spot,1,Image 1,80,1000000000,80,
288,,Spot,1,Image 1,81,1000000000,81,
286,,Spot,1,Image 1,82,1000000000,82,
244,,Spot,1,Image 1,83,1000000000,83,
286,,Spot,1,Image 1,84,1000000000,84,
300,,Spot,1,Image 1,85,1000000000,85,
